"";"cod_Cajero";"Vecinos_Raw";"BBVA";"Bancolombia";"Davivienda";"ATH";"Caja_Social";"Citibank";"Colpatria";"Servibanca";"Itau";"Agrario";"Falabella";"Otros"
"791";1097;"Bancolombia Cajero|Cajero Davivienda - Estación Universidad|Cajero ATH Estación Universidad - Banco Popular|Bancolombia Cajero|Cajero ATH Oficina Centro Comercial La Florida I - Banco de Bogotá|Cajero Automático Red Aval|Cajero ATH";0;2;1;4;0;0;0;0;0;0;0;0
"792";559;"Cajero Automatico Bancolombia|Cajero Bancolombia|Cajero ATH Transmilenio Portal Del Sur I - Banco de Bogotá|Cajero Automático Banco de Bogota|Servibanca|Cajero Automático Red Aval|Bancolombia Cajero|Bancolombia Cajero|Banco Davivienda Metrosur|Cajero ATH Oficina Autopista Sur I - Banco de Bogotá|Cajero Automático Red Aval";0;4;1;5;0;0;0;1;0;0;0;0
"793";1574;"Bancolombia Cajero|Cajero Davivienda Micentro|Bancolombia Corresponsal Bancario|Cajero Automático Banco Caja Social|Bank cashier Caja Social BCSC Funza|Cajero Automático Red Aval|Servibanca Surtimax|Bancolombia Cajero|Cajero ATH Oficina Bacata Funza I - Banco de Bogotá|Cajero Ath Funza Banco Popular|Cajero ATH Oficina Funza I - Banco de Bogotá|Corresponsal Bancario Bancolombia|Cajero Automático Banco de Bogota|Cajero Automático Banco Caja Social|Cajero Automático Red Aval";0;4;1;6;3;0;0;1;0;0;0;0
"794";987;"Davivienda Millennium Square|Cajero Servibanca Carrefour Tintal|Cajero ATH Oficina Centro Comercial Milenio Plaza II - Banco de Bogotá|Cajero ATH Cencosud Tintalito - Banco AV Villas|Cajero ATH Tecnologico Milemium Plaza II (Corabastos) - Banco Popular|Cajero Automático Banco AV Villas|Cajero Automático Red Aval|Cajero Davivienda Portal Américas|Cajero Ath Av Ciudad de Cali|BANCOLOMBIA MILLENNIUM PLAZA";0;1;2;6;0;0;0;1;0;0;0;0
"795";1279;"ATMS AV VILLAS|Cajero ATH Tecnologico San Martin II - Banco Popular|Bancolombia Cajero|Cajero ATH Oci_Profamilia - Banco AV Villas|cajero banco de occidente|Cajero Servibanca ATM SanMartín|I ATH ATM Office International Center - Banco de Bogota|Cajero Citibank|Cajero ATH Centro De Pensionados (Teusaquillo) - Banco Popular|Cajero ATH Tecnologico San Martin I - Banco Popular|Cajero Automático Servibanca|Cajero Bit Coin|Bancolombia Cajero|Cajero ATH Tecnologico Teusaquillo II - Banco Popular|Cajero Automático Red Aval|Cajero Automático Red Aval|Cajero ATH Oci San Martin - Banco AV Villas";0;2;0;11;0;1;0;2;0;0;0;1
"796";36;"Bancolombia Cajero|Bancolombia Sucursal";0;2;0;0;0;0;0;0;0;0;0;0
"797";55;"Bancolombia Cajero|Bancolombia Sucursal";0;2;0;0;0;0;0;0;0;0;0;0
"798";1661;"Cajero Banco Helm Colmotores|Bancolombia Corresponsal Bancario";0;1;0;0;0;0;0;0;1;0;0;0
"799";1675;"Bancolombia Cajero|Bancolombia Sucursal";0;2;0;0;0;0;0;0;0;0;0;0
"800";437;"Cajero ATH Red De Solidaridad Social (Ministerios) - Banco Popular|Bancolombia Corresponsal Bancario|Bancolombia Cajero|Cajero Automático Banco Caja Social|Bancolombia Cajero|Bank of Bogota|Cajero Automático Red Aval|Banco Caja Social|Bancolombia Cajero|Cajero ATH Los Ministerios II - Banco Popular|Cajero Davivienda Alcaldía Mayor|cajero banco popular|Cajero Automático Banco Popular|Cajero ATH Oficina Gran San VIctorino I - Banco de Bogotá|Cajero ATH Central De SerVIcio Cra Octava - Banco Popular|Cajero Automático Red Aval";0;4;1;9;2;0;0;0;0;0;0;0
"801";1602;"Cajero ATH Red De Solidaridad Social (Ministerios) - Banco Popular|Bancolombia Corresponsal Bancario|Bancolombia Cajero|Cajero Automático Banco Caja Social|Bancolombia Cajero|Bank of Bogota|Cajero Automático Red Aval|Banco Caja Social|Bancolombia Cajero|Cajero ATH Los Ministerios II - Banco Popular|Cajero Davivienda Alcaldía Mayor|cajero banco popular|Cajero Automático Banco Popular|Cajero ATH Oficina Gran San VIctorino I - Banco de Bogotá|Cajero ATH Central De SerVIcio Cra Octava - Banco Popular|Cajero Automático Red Aval";0;4;1;9;2;0;0;0;0;0;0;0
"802";454;"Bancolombia Cajero|Cajero ATH Tecnologico Mocoa - Banco Popular|Cajero ATH Mocoa I - Banco Popular|Cajero Automático Red Aval|Bancolombia Sucursal|Banco Agrario De Colombia|Banco Popular|Servibanca|Bancompartir|Bancamía Mocoa|COOTEP LTDA|Cooperativa Ultrahuilca|Banco Mundo Mujer|EFECTY CENTRO SERVIENTREGA PRINCIPAL|EFECTY CARRERA 8 CON 8 CERCA A LA YAMAHA|EFECTY ALCALDIA CALLE 7|Movil Red Mocoa Principal|TOTTO|INTER RAPIDÍSIMO MOCOA PUTUMAYO";0;2;0;4;0;0;0;2;0;1;0;10
"803";407;"Bancolombia Cajero|Cajero ATH Tecnologico Mocoa - Banco Popular|Cajero ATH Mocoa I - Banco Popular|Cajero Automático Red Aval|Bancolombia Sucursal|Banco Agrario De Colombia|Banco Popular|Servibanca|Bancompartir|Bancamía Mocoa|COOTEP LTDA|Cooperativa Ultrahuilca|Banco Mundo Mujer|EFECTY CENTRO SERVIENTREGA PRINCIPAL|EFECTY CARRERA 8 CON 8 CERCA A LA YAMAHA|EFECTY ALCALDIA CALLE 7|Movil Red Mocoa Principal|TOTTO|INTER RAPIDÍSIMO MOCOA PUTUMAYO";0;2;0;4;0;0;0;2;0;1;0;10
"804";408;"ATH|Cajero Automático Red Aval|Bank of Bogota|Bancolombia Cajero|Cajero ATH Oficina Santa Teresita I - Banco de Bogotá|cajero colpatria|Bancolombia Corresponsal Bancario|cajero automatico davivienda|cajero automatico bancolombia|Cajero automático Banco Caja Social|Cajero ATH Parque Nacional - Banco AV Villas|Bancolombia Cajero|Cajero ATH Tecnologico Teusaquillo II - Banco Popular|DAVIVIENDA cajero|Cajero Ath Teusaquillo|Davivienda La Magdalena.";0;4;3;7;1;0;1;0;0;0;0;0
"805";888;"ATH|Cajero Automático Red Aval|Bank of Bogota|Bancolombia Cajero|Cajero ATH Oficina Santa Teresita I - Banco de Bogotá|cajero colpatria|Bancolombia Corresponsal Bancario|cajero automatico davivienda|cajero automatico bancolombia|Cajero automático Banco Caja Social|Cajero ATH Parque Nacional - Banco AV Villas|Bancolombia Cajero|Cajero ATH Tecnologico Teusaquillo II - Banco Popular|DAVIVIENDA cajero|Cajero Ath Teusaquillo|Davivienda La Magdalena.";0;4;3;7;1;0;1;0;0;0;0;0
"806";1254;"ATH Cajeros Automáticos|Bancolombia Cajero|Cajero ATH Oficina Centro Comercial Los Molinos II - Banco de Bogotá|Cajero ATH Oficina Centro Comercial Los Molinos III - Banco de Bogotá|Cajero Automático Banco Caja Social|Cajero Automático Banco AV Villas|Cajero Automático Banco de Bogota|Cajero Automático Banco de Bogota|Cajero Servibanca Kr81|cajero bancolombia|BANCOLOMBIA MILLS|Davivienda Los Molinos";0;3;1;6;1;0;0;1;0;0;0;0
"807";171;"Bancolombia Cajero|Cajero ATH Mompox Tecnologico I - Banco Popular|Bancolombia Corresponsal Bancario|Cajero Automático Banco Popular|Cajero Bancolombia|Banco Popular|BANCO AGRARIO|Bancolombia Sucursal|Crezcamos|Bancamia Mompox|Hotel San Andres Mompox|Estación de gasolina texaco|EFECTY PLAZA DE LA CONCEPCIÓN|EFECTY CENTRO|Politecnico De Magangue|EFECTY MOMPOX CARRERA 3|Super Tienda Olimpica Mompox";0;4;0;3;0;0;0;0;0;1;0;9
"808";1163;"Bancolombia Cajero|Cajero ATH Mompox Tecnologico I - Banco Popular|Bancolombia Corresponsal Bancario|Cajero Automático Banco Popular|Cajero Bancolombia|Banco Popular|BANCO AGRARIO|Bancolombia Sucursal|Crezcamos|Bancamia Mompox|Hotel San Andres Mompox|Estación de gasolina texaco|EFECTY PLAZA DE LA CONCEPCIÓN|EFECTY CENTRO|Politecnico De Magangue|EFECTY MOMPOX CARRERA 3|Super Tienda Olimpica Mompox";0;4;0;3;0;0;0;0;0;1;0;9
"809";760;"Cajero Ath Montería|Bancolombia Cajero|Bank of Bogota|Bancolombia Corresponsal Bancario|Cajero ATH Oficina Monteria - Banco de Occidente|CorpBanca Bank ATM|Bancolombia Cajero Multifuncional|Cajero ATH Monteria 2 - Banco AV Villas|Cajero Servibanca|ATM BANCO PICHINCHA|Cajero Automático Banco Colpatria|Cajero Automático Banco Caja Social|Cajero Automático Banco de Bogota|Cajero ATH Policia Cordoba (Monteria) - Banco Popular|Cajero Automático Red Aval|Cajero Banco de Occidente Red Aval";0;3;0;8;1;0;1;1;0;0;0;2
"810";37;"Cajero Ath Montería|Bancolombia Cajero|Cajero ATH Policia Cordoba (Monteria) - Banco Popular|Bank of Bogota|Bancolombia Cajero|Cajero ATH Oficina Monteria - Banco de Occidente|Cajero ATH Monteria 2 - Banco AV Villas|CorpBanca Bank ATM|Cajero Servibanca|ATM BANCO PICHINCHA|Bancolombia Cajero Multifuncional|Cajero Automático Banco Colpatria|Cajero Automático Banco Caja Social|Cajero Automático Banco AV Villas|Cajero Automático Banco de Bogota|Cajero Automático Red Aval|Cajero Automático Banco Popular";0;3;0;9;1;0;1;1;0;0;0;2
"811";370;"Cajero Ath Montería|Bancolombia Cajero|Cajero ATH Policia Cordoba (Monteria) - Banco Popular|Bank of Bogota|Bancolombia Cajero|Cajero ATH Oficina Monteria - Banco de Occidente|Cajero ATH Monteria 2 - Banco AV Villas|CorpBanca Bank ATM|Cajero Servibanca|ATM BANCO PICHINCHA|Bancolombia Cajero Multifuncional|Cajero Automático Banco Colpatria|Cajero Automático Banco Caja Social|Cajero Automático Banco AV Villas|Cajero Automático Banco de Bogota|Cajero Automático Red Aval|Cajero Automático Banco Popular";0;3;0;9;1;0;1;1;0;0;0;2
"812";112;"Cajero Ath Montería|Bancolombia Cajero|Cajero ATH Policia Cordoba (Monteria) - Banco Popular|Bank of Bogota|Bancolombia Cajero|Cajero ATH Oficina Monteria - Banco de Occidente|Cajero ATH Monteria 2 - Banco AV Villas|CorpBanca Bank ATM|Cajero Servibanca|ATM BANCO PICHINCHA|Bancolombia Cajero Multifuncional|Cajero Automático Banco Colpatria|Cajero Automático Banco Caja Social|Cajero Automático Banco AV Villas|Cajero Automático Banco de Bogota|Cajero Automático Red Aval|Cajero Automático Banco Popular";0;3;0;9;1;0;1;1;0;0;0;2
"813";761;"Cajero Ath Montería|Bancolombia Cajero|Bank of Bogota|Bancolombia Corresponsal Bancario|Cajero ATH Oficina Monteria - Banco de Occidente|CorpBanca Bank ATM|Bancolombia Cajero Multifuncional|Cajero ATH Monteria 2 - Banco AV Villas|Cajero Servibanca|ATM BANCO PICHINCHA|Cajero Automático Banco Colpatria|Cajero Automático Banco Caja Social|Cajero Automático Banco de Bogota|Cajero ATH Policia Cordoba (Monteria) - Banco Popular|Cajero Automático Red Aval|Cajero Banco de Occidente Red Aval";0;3;0;8;1;0;1;1;0;0;0;2
"814";645;"Bancolombia Cajero|Bancolombia Cajero|Cajero ATH Oficina Mosquera II - Banco de Bogotá|Cajero ATH Oficina Mosquera - Banco de Occidente|Cajero Automático Red Aval|Cajero Davivienda|Bancolombia Corresponsal Bancario|Banco Davivienda Mosquera|Cajero ATH av Villas|Bancolombia Cajero|Bancolombia|Cajero Bancolombía Brio Funza";0;5;2;4;0;0;0;0;0;0;0;1
"815";646;"Bancolombia Cajero|Bancolombia Cajero|Cajero ATH Oficina Mosquera II - Banco de Bogotá|Cajero ATH Oficina Mosquera - Banco de Occidente|Cajero Automático Red Aval|Cajero Davivienda|Bancolombia Corresponsal Bancario|Banco Davivienda Mosquera|Cajero ATH av Villas|Bancolombia Cajero|Bancolombia|Cajero Bancolombía Brio Funza";0;5;2;4;0;0;0;0;0;0;0;1
"816";935;"Cajero ATH Oficina Centro Comercial Bulevar Niza I - Banco de Bogotá|Cajero ATH Centro Comercial Salitre Plaza III - Banco de Bogotá|ATH ATM Cencosud Bulevar Niza I - Banco de Bogota|Scotiabank Colpatria|Bancolombia Cajero|Cajero Davivienda Bulevar Niza|Cajero Servibanca, Cc Bulevar Niza|Cajero Bancolombia Niza|Itaú|Cajero ATH Niza - Banco AV Villas|Bancolombia Corresponsal Bancario|Cajero ATH Oficina Centro Comercial Bulevar Niza II - Banco de Bogotá|Cajero Citibank|Cajero Automático Banco Caja Social|Cajero Automático Red Aval|Cajero Automático Red Aval";0;3;1;7;1;1;1;1;1;0;0;0
"817";908;"Bancolombia Cajero|Cajero ATH Homecenter Ibague - Banco AV Villas|Cajero ATH Eds Cotrautol - Banco Popular|Banco Falabella";0;1;0;2;0;0;0;0;0;0;1;0
"818";719;"cajero automatico servibanca|Cajero Automático DAVIVIENDA|Cajero Banco Caja Social Itagui|Bancolombia Cajero|ATM Banco de Bogotá|Bank of Bogota|Cajero ATH Oficina Itagüi - Banco de Occidente|Bancolombia Cajero|Cajero ATH Oficina Itagui Carrera 49 I - Banco de Bogotá|Cajero ATH Centro De Pagos Itagui I - Banco de Bogotá|Cajero ATH Itagüi II - Banco AV Villas|Cajero ATH Municipio De Itagui (Itagui) - Banco Popular|Cajero ATH Oficina Itagui I - Banco de Bogotá|Cajero Corbanca|cajero automatico av villas|Bancolombia Cajero|Bancolombia Cajero|cajero banco bogota|Cajero Automático Banco AV Villas|Cajero Automático Banco Caja Social";0;4;1;11;2;0;0;1;0;0;0;1
"819";868;"CAJERO ATH|Bancolombia Cajero|Cajero Citibank|cajero davivienda|Cajero ATH Metromedell - Banco AV Villas|Cajero Banco de Bogotá Avenida Bolívar|Cajero ATH Oci Ayacucho - Banco AV Villas|Bancolombia Cajero|Bancolombia Cajero|ATM ATH|Cajero ATH Exito VIva Laureles I - Banco de Bogotá|Cajero ATH El Hueco II (Guayaquil) - Banco Popular|Cajero ATH Oficina Centro Admon La Alpujarra - Banco de Occidente|Bancolombia Cajero|Cajero ATH C Cial Metrocentro II (Palace) - Banco Popular|Cajero ATH Centro Comercial Gran Plaza I - Banco de Bogotá|Cajero Automático Banco Caja Social|Cajero Automático Banco AV Villas|Cajero Automático Red Aval";0;4;1;12;1;1;0;0;0;0;0;0
"820";176;"Cajero Davivienda|Cajero Banco de Bogota|Bancolombia Sucursal|Cajero Automático Banco Popular|Cajero automático Banco Caja Social|Bancolombia Cajero|Cajero automatico colpatria|ATM Davivienda|Cajero ATH Tecnologico Barranquilla II - Banco Popular|Cajero automatico ATH|Bancolombia Cajero|CAJERO DAVIVIENDA|Cajero Colpatria Centro|Cajero ATH Oficina Centro - Banco de Occidente|ATM Davivienda|Bancolombia Corresponsal Bancario|Cajero Automático Banco Caja Social";0;4;4;5;2;0;2;0;0;0;0;0
"821";409;"Cajero Davivienda|Cajero Banco de Bogota|Bancolombia Sucursal|Cajero Automático Banco Popular|Cajero automático Banco Caja Social|Bancolombia Cajero|Cajero automatico colpatria|ATM Davivienda|Cajero ATH Tecnologico Barranquilla II - Banco Popular|Cajero automatico ATH|Bancolombia Cajero|CAJERO DAVIVIENDA|Cajero Colpatria Centro|Cajero ATH Oficina Centro - Banco de Occidente|ATM Davivienda|Bancolombia Corresponsal Bancario|Cajero Automático Banco Caja Social";0;4;4;5;2;0;2;0;0;0;0;0
"822";179;"Cajero Banco Caja Social|Bancolombia Cajero|Cajero ATH Neiva Cobra - Banco AV Villas|Davivienda Neiva Centro.|Cajero ATH Tecnologico Neiva III - Banco Popular|Cajero ATH Oficina Neiva Calle Septima II - Banco de Bogotá|Cajero ATH Utrahuilca Neiva I - Banco de Bogotá|Cajero ATH Oficina Neiva - Banco de Occidente|Cajero ATH Oficina Neiva I - Banco de Bogotá|Bancolombia Cajero Multifuncional|Cajero ATH Tecnologico Neiva IV- Banco Popular|Cajero Automático Banco Caja Social|Cajero Automático Banco AV Villas|Cajero Automático Banco de Bogota|Cajero ATH Centro De Pagos Neiva I - Banco de Bogotá|Cajero Automático Red Aval|BANCOLOMBIA";0;3;1;11;2;0;0;0;0;0;0;0
"823";371;"Cajero Banco Caja Social|Bancolombia Cajero|Cajero ATH Neiva Cobra - Banco AV Villas|Davivienda Neiva Centro.|Cajero ATH Tecnologico Neiva III - Banco Popular|Cajero ATH Oficina Neiva Calle Septima II - Banco de Bogotá|Cajero ATH Utrahuilca Neiva I - Banco de Bogotá|Cajero ATH Oficina Neiva - Banco de Occidente|Cajero ATH Oficina Neiva I - Banco de Bogotá|Bancolombia Cajero Multifuncional|Cajero ATH Tecnologico Neiva IV- Banco Popular|Cajero Automático Banco Caja Social|Cajero Automático Banco AV Villas|Cajero Automático Banco de Bogota|Cajero ATH Centro De Pagos Neiva I - Banco de Bogotá|Cajero Automático Red Aval|BANCOLOMBIA";0;3;1;11;2;0;0;0;0;0;0;0
"824";7;"Cajero ATH Centro Comercial Salitre Plaza III - Banco de Bogotá|Cajero Bancolombia Niza|Bancolombia Corresponsal Bancario|Scotiabank Colpatria|Cajero ATH Oficina Centro Comercial Bulevar Niza I - Banco de Bogotá|Cajero Servibanca, Cc Bulevar Niza|Cajero ATH Niza - Banco AV Villas|ATH ATM Cencosud Bulevar Niza I - Banco de Bogota|Cajero Davivienda Bulevar Niza|Cajero ATH Tecnologico Niza (Pl. Imperial) - Banco Popular|Bancolombia Cajero|Bancolombia ATM|Itaú|Cajero Automático Banco Caja Social|Cajero Citibank|Cajero Bancolombia Éxito Niza";0;5;1;5;1;1;1;1;1;0;0;0
"825";205;"Cajero ATH Centro Comercial Salitre Plaza III - Banco de Bogotá|Cajero Bancolombia Niza|Bancolombia Corresponsal Bancario|Scotiabank Colpatria|Cajero ATH Oficina Centro Comercial Bulevar Niza I - Banco de Bogotá|Cajero Servibanca, Cc Bulevar Niza|Cajero ATH Niza - Banco AV Villas|ATH ATM Cencosud Bulevar Niza I - Banco de Bogota|Cajero Davivienda Bulevar Niza|Cajero ATH Tecnologico Niza (Pl. Imperial) - Banco Popular|Bancolombia Cajero|Bancolombia ATM|Itaú|Cajero Automático Banco Caja Social|Cajero Citibank|Cajero Bancolombia Éxito Niza";0;5;1;5;1;1;1;1;1;0;0;0
"826";989;"Cajero ATH Centro Comercial Salitre Plaza III - Banco de Bogotá|Cajero Bancolombia Niza|Bancolombia Corresponsal Bancario|Scotiabank Colpatria|Cajero ATH Oficina Centro Comercial Bulevar Niza I - Banco de Bogotá|Cajero Servibanca, Cc Bulevar Niza|Cajero ATH Niza - Banco AV Villas|ATH ATM Cencosud Bulevar Niza I - Banco de Bogota|Cajero Davivienda Bulevar Niza|Cajero ATH Tecnologico Niza (Pl. Imperial) - Banco Popular|Bancolombia Cajero|Bancolombia ATM|Itaú|Cajero Automático Banco Caja Social|Cajero Citibank|Cajero Bancolombia Éxito Niza";0;5;1;5;1;1;1;1;1;0;0;0
"827";542;"ATM Servibanca|Cajero Automático Banco Caja Social";0;0;0;0;1;0;0;1;0;0;0;0
"828";543;"ATM Servibanca|Cajero Automático Banco Caja Social";0;0;0;0;1;0;0;1;0;0;0;0
"829";466;"Bancolombia Cajero|Cajero Banco de Bogotá - EDS Terpel La Juana I|Banco de Bogot Centro Empresarial North Point|Bancolombia Cajero Multifuncional|Cajero ATH Oficina North Point I - Banco de Bogotá|Bancolombia Cajero|Cajero Servibanca";0;3;0;3;0;0;0;1;0;0;0;0
"830";1304;"Bancolombia Cajero|Cajero Automático DAVIVIENDA|Banco de Occidente|Cajero Automático Red Aval|Cajeros ATH Banco de Bogota|Bancolombia Cajero Multifuncional|Cajero ATH Tecnologico Valledupar - Banco Popular|Cajero Automático Red Aval|Cajero Banco de Occidente Red Aval";0;2;1;6;0;0;0;0;0;0;0;0
"831";1195;"Bancolombia Carrefour Sur ATM|ATM DAVIVIENDA|Cajero ATH Centro Especializado De VIVIenda Avenida Estacion I - Banco de Bogotá|Itaú|Cajero ATH Oficina Santa Monica I - Banco de Bogotá|Cajero Bancoomeva|ATH CAJEROS automaticos|Cajero Automático Red Aval|Cajero Av Villas Versalles|Cajero ATH Centro De Pagos Avenida Sexta I - Banco de Bogotá|Cajero ATH La Calera - Banco AV Villas|Banco Pichincha - Cali Av sexta|Bancolombia Cajero Multifuncional|Athena Bitcoin ATM|Bancolombia Cajero|Bancolombia Sucursal|Cajero ATH Oficina Versalles - Banco de Occidente|Cajero Automático Red Aval";0;4;1;10;0;0;0;0;1;0;0;2
"832";1416;"0";0;0;0;0;0;0;0;0;0;0;0;0
"833";1303;"Bancolombia Cajero Multifuncional|Bancolombia Sucursale";0;2;0;0;0;0;0;0;0;0;0;0
"834";1414;"0";0;0;0;0;0;0;0;0;0;0;0;0
"835";1443;"ATH ATM|Bancolombia Cajero|Cajero Automático Red Aval|Bancolombia Cajero|Bancolombia Cajero|Cajero Automático Red Aval";0;3;0;3;0;0;0;0;0;0;0;0
"836";1431;"Cajero ATH Oeste - Banco AV Villas|Cajero ATH Oficina Santa Teresita - Banco de Occidente|Cajero ATH Oficina Santa Rita I - Banco de Bogotá|Bancolombia Corresponsal Bancario|Cajero Automático Red Aval|Banco de Bogotá|Cajero Davivienda 24h Cali|BANCOLOMBIA OESTE|Cajero Automático Red Aval|Bancolombia";0;3;1;6;0;0;0;0;0;0;0;0
"837";1500;"Bancolombia Cajero|Cajero ATH Oficina Calle 104 Avenida 19 I - Banco de Bogotá|Bancolombia Corresponsal Bancario|ATM Servibanca|ATM Servibanca|Cajero Davivienda|Cajero Davivienda Santa Paula|Colpatria ATM|Bancolombia Cajero Multifuncional|Bancolombia ATM C.C. Milenium Square";0;4;2;1;0;0;1;2;0;0;0;0
"838";1579;"Cajero ATH Oficina Santander De Quilichao I - Banco de Bogotá|Bancolombia Cajero|Cajero Automático Red Aval|Cajero Automático Red Aval|Servibanca Cajero|BANCOLOMBIA Santander de Quilichao|Cajero Banco de Occidente Red Aval|Bancolombia Cajero|Cajero Automático Banco de Bogota|Bancolombia Corresponsal Bancario|Banco Agrario de Colombia|Banco Davivienda|Banco W|Bancompartir|Banco Mundo Mujer|Banco de Occidente|Cablemas|Proclama Del Cauca|Centro Comercial Santander Plaza";0;4;1;6;0;0;0;1;0;1;0;6
"839";1501;"Davivienda|Bancolombia Cajero|Cajero ATH Exito Buenaventura I - Banco de Bogotá|Cajero Automático Banco Popular|Cajero Automático Banco Caja Social|Cajero Automático Banco de Bogota|Banco de Bogotá|Banco Popular Viva Buenaventura|Pagafacil Viva Buenaventura|Pagafácil";0;1;1;5;1;0;0;0;0;0;0;2
"840";1461;"Bancolombia Cajero|Bancolombia Cajero|Bancolombia Corresponsal Bancario|Cajero Electrónico servibanca";0;3;0;0;0;0;0;1;0;0;0;0
"841";164;"Cajero ATH Avenida Colon - Banco AV Villas|Cajero ATH Oficina Carrera 47 I - Banco de Bogotá|Bancolombia Cajero|Cajero Automático COLPATRIA|Cajero Ath Kr 50 Cl 15|Banco De Bogota ATM|Cajero ATH Corpotaxi I - Banco de Bogotá|Cajero Automático Servivanca|Cajero Banco Corpbanca Cc Carrera|Cajero ATH Tecnologico Club Militar (Cad) - Banco Popular|Cajero Automático Red Aval|Cajero Automático Red Aval";0;1;0;8;0;0;1;1;0;0;0;1
"842";902;"Cajero Automatico Servibanca|ATM Davivienda|Bancolombia Cajero|Cajero automatico servibanca|cajero servibanca|Cajero Automático Bancolombia|Bancolombia Cajero|Cajero ATH Santa Marta|Cajero Av Villas Exito La 22|Cajero ATH. Banco De Occidente|Bancolombia Corresponsal Bancario|Cajero Servibanca|Cajero Automático Banco Caja Social|Cajero Automático Red Aval|Cajero Automático Red Aval|Bancolombia Cajero|Cajero AV. Villas Centro Santa Marta|Cajero ATH Supermercado San Jose I - Banco de Bogotá|Cajero ATH Olimpica Sao Santa Marta I - Banco de Bogotá|Bancolombia Cajero";0;6;1;8;1;0;0;4;0;0;0;0
"843";1196;"Cajero Automatico Servibanca|ATM Davivienda|Bancolombia Cajero|Cajero automatico servibanca|cajero servibanca|Cajero Automático Bancolombia|Bancolombia Cajero|Cajero ATH Santa Marta|Cajero Av Villas Exito La 22|Cajero ATH. Banco De Occidente|Bancolombia Corresponsal Bancario|Cajero Servibanca|Cajero Automático Banco Caja Social|Cajero Automático Red Aval|Cajero Automático Red Aval|Bancolombia Cajero|Cajero AV. Villas Centro Santa Marta|Cajero ATH Supermercado San Jose I - Banco de Bogotá|Cajero ATH Olimpica Sao Santa Marta I - Banco de Bogotá|Bancolombia Cajero";0;6;1;8;1;0;0;4;0;0;0;0
"844";1600;"Cajero ATH Banco AV Villas|Bancolombia Corresponsal Bancario";0;1;0;1;0;0;0;0;0;0;0;0
"845";1631;"Cajero ATH Oficina Santander De Quilichao I - Banco de Bogotá|Bancolombia Cajero|Cajero Automático Red Aval|Cajero Automático Red Aval|Servibanca Cajero|BANCOLOMBIA Santander de Quilichao|Cajero Banco de Occidente Red Aval|Bancolombia Cajero|Cajero Automático Banco de Bogota|Bancolombia Corresponsal Bancario|Banco Agrario de Colombia|Banco Davivienda|Banco W|Bancompartir|Banco Mundo Mujer|Banco de Occidente|Cablemas|Proclama Del Cauca|Centro Comercial Santander Plaza";0;4;1;6;0;0;0;1;0;1;0;6
"846";1576;"Cajero Davivienda|Cajero ATH - Banco Popular|Bancolombia Cajero|Cajero Automático Banco Popular|Cajero Automático Banco Caja Social|Cajero Automático Banco de Bogota|Banco Popular|Banco Agrario|Banco de Bogotá|Davivienda Arauca.|Banco Caja Social|BANCOLOMBIA ARAUCA|Banco de Bogotá|Bancompartir|Banco de Bogotá|Ese Moreno & Clavijo|Efecty Banservicios|Movil Red Arauca Arauca";0;2;2;7;2;0;0;1;0;1;0;3
"847";1565;"Cajero ATH Banco AV Villas|Bancolombia Corresponsal Bancario";0;1;0;1;0;0;0;0;0;0;0;0
"848";1587;"Cajero ATH Tecnologico Madrid y Banco Popular|Bancolombia Cajero Multifuncional|Bancolombia Corresponsal Bancario|Cajero ATH|Cajero Automático Banco AV Villas|Cajero Automático Banco de Bogota|Davivienda|BANCOLOMBIA MADRID";0;3;1;4;0;0;0;0;0;0;0;0
"849";1432;"ATM ATH|ATM Davivienda|Bancolombia Cajero|Cajero ATH Oficina Caja Remota Avenida Carrera 30 I - Banco de Bogotá|DAVIVIENDA|Cajero ATH Escuela Militar Jose Maria Cordova I - Banco de Bogotá|Davivienda Gaitan|Cajero Automático Red Aval|Cajero Automático Red Aval";0;1;3;5;0;0;0;0;0;0;0;0
"850";1483;"Bancolombia Cajero|Cajero Davivienda|Davivienda|Cajero Banco de Bogotá Avenida Cero|Banco de Bogotá|Bancolombia Cajero|CAJERO ATM BANCOLOMBIA|Cajero Automático Red Aval|Cajero Automático Red Aval|Bancolombia Cajero|Cajero Banco Corpbanca Ventura Plaza|Cajero Automático Banco Colpatria|Bancolombia Cajero|Bancolombia Cajero|Bancolombia Cajero|Cajero Automático Red Aval|Cajero Automático Red Aval|Bancolombia";0;8;2;6;0;0;1;0;0;0;0;1
"851";1445;"Bancolombia Cajero|Cajero Automático servibanca|Cajero Banco Caja Social Plaza Caicedo|Cajero Servibanca|Bancolombia Cajero|COLPATRIA|Cajero ath Banco popular|Cajero banco av villas|servibanca|Cajero Davivienda|Cajero Servibanca|Bancolombia Cajero Multifuncional|Cajero ATH Centro Comercial El Tesoro - Banco de Occidente|Cajero ath banco av villas|Itaú|Bancolombia Cajero";0;4;1;4;1;0;1;4;1;0;0;0
