NOMBRE DEL ATM;lat;lon
Fusagasugá Las Palmas;4,342302;-74,362371
Fusagasugá Las Palmas II;4,342302;-74,362371
Galerías I;4,6415607;-74,0719553
Galerías II;4,6415607;-74,0719553
Garzón 1;2,1972798;-75,6280143
Garzón 2;2,1972798;-75,6280143
Gente BBVA;4,6564911;-74,0570465
Girardot 1;4,2957857;-74,8064195
Girardot 2;4,2957857;-74,8064195
Girardot 3;4,2957857;-74,8064195
Gobernación De Bolívar;10,334638;-75,412672
Gobernación De Cundinamarca;4,6407006;-74,0972007
Gobernación De Leticia;-4,2133795;-69,9428409
Gobernación Santander;7,1165575;-73,1299663
Gran Plaza De Sol;10,9269602;-74,7797476
Gran Plaza San Antonio;1,8559816;-76,055505
Granada Hill;4,7267288;-74,0508849
Granada Meta;3,5401713;-73,7066941
Grancentro I;10,9925463;-74,7840797
Grancentro II;10,9925463;-74,7840797
Grancentro III;10,9925463;-74,7840797
Grupo Aponte;4,6947488;-74,1591503
Guayaquil;6,2474904;-75,5729163
Hacienda Santa Bárbara 1;4,6943656;-74,033032
Hacienda Santa Bárbara 2;4,6943656;-74,033032
Hall La Cuesta;6,9937172;-73,0474349
Hall Mocoa I;1,14619;-76,6478918
Hall Mocoa II;1,14619;-76,6478918
Hall Viva Villavicencio I;4,1238196;-73,633979
Hall Viva Villavicencio II;4,1238196;-73,633979
Hayuelos;4,6639952;-74,1319193
Hipódromo;10,9308852;-74,7722014
Holguines T.C. I;3,37184;-76,53924
Holguinez II;3,3695871;-76,5370444
Home Center Barranquilla;10,9903875;-74,7868554
Home Center Bello;6,3390228;-75,5418742
Home Center Bucaramanga;7,116398;-73,1198949
Home Center Calle 170;4,7561056;-74,0469555
Home Center Calle 80;4,6853902;-74,0789158
Home Center Ibagué;4,4393197;-75,1865139
Home Center Manizales;5,0504727;-75,4891648
Home Center Medellin San Juan - Medellin;6,2493944;-75,5838657
Home Center Neiva;2,9383422;-75,248041
Home Center Pereira;4,8060959;-75,7162763
Home Center Santa Marta;11,2467363;-74,1741951
Home Sentry Avda 68;4,6724102;-74,0890995
Honda;5,1993194;-74,7491283
Hospital Caldas;5,0635753;-75,5006159
Hospital De Neiva;2,9313277;-75,2804362
Hospital Erasmo Meoz;7,903998;-72,4910655
Hospital Gilberto Mejía;6,148252;-75,3902455
Hospital La Buena Esperanza De Yumbo;3,4500831;-76,533261
Hospital Marco Fidel Suarez;6,2504524;-75,6039515
Hospital Mederi;4,623739;-74,0820778
Hospital Samaritana;4,5873112;-74,0856716
Hospital Tunal;4,5717938;-74,1288026
Hotel Plaza Bogotá;4,6863717;-74,0513554
Hotel Santa Clara;10,4282226;-75,5477544
Hotel San Martin;2,4322314;-76,6121791
Ibagué P/Pal 1;4,442469;-75,2402796
Ibagué P/Pal 2;4,442469;-75,2402796
Ibagué P/Pal 3;4,442469;-75,2402796
Idu;4,6076179;-74,0702643
Imax;4,6188663;-74,1352701
Imbanaco 1;3,4243843;-76,5463257
Imbanaco 2;3,4243843;-76,5463257
Indumil Comercial;4,626227;-74,0566026
Inhouse 3;4,6835631;-74,0462608
Inhouse Cantón Norte;4,6823389;-74,0386345
Inhouse Siemens;4,77779;-74,182794
Inpec;4,5949362;-74,1128998
Inpec Bello;6,3307804;-75,5445
Inpec Cali;3,4313671;-76,5086853
Inpec Cúcuta;7,95;-72,5
Inpec Ibagué;4,3997763;-75,1418137
Ipiales;0,821637;-77,6286851
Ipiales II;0,8249597;-77,6393109
ISA;6,1881902;-75,5586036
Itagüí 1;6,1724856;-75,6099313
Itagüí 3;6,1724856;-75,6099313
Itfip;4,149819;-74,884341
Ix Brigada Neiva-Cacica  Gaitana;2,9429472;-75,2781788
Jardín Plaza;3,3696037;-76,5274488
Jumbo Bosa;4,7103167;-74,1012124
Jumbo Girardot;4,3049411;-74,8036739
Jumbo Girón;7,1287471;-73,1560368
Jumbo Las Vegas;6,2233883;-75,5748632
Jumbo Palmira;3,5394992;-76,2967103
Jumbo Rionegro;6,1411944;-75,3797198
Jumbo San Cayetano;4,6777892;-74,1173072
Jumbo Sogamoso;5,712695;-72,930853
Kennedy Central 1;4,6825766;-74,1041467
Kennedy Central 2;4,6825766;-74,1041467
Kennedy Central3;4,6825766;-74,1041467
Kra 10 Zipaquirá;5,027974;-73,9994454
La 14 Centro;3,4532549;-76,5300966
La 14 Jamundí - Alfaguara;3,258927;-76,557151
La 14 Limonar;3,3929183;-76,5454962
La 14 Llanogde;3,5278322;-76,3166063
La 14 St Mónica;3,4706597;-76,5285166
La Alpujarra;6,2424227;-75,5726217
La América;6,2494445;-75,5969614
La Candelaria;4,5756627;-74,1547422
La Castellana 1;4,6160102;-74,1033884
La Castellana 2;4,6160142;-74,1050299
La Ceja 1;6,031041;-75,43262
La Ceja 2;6,031041;-75,43262
La Cun;4,598608;-74,0723496
La Dorada 1;5,45288;-74,662391
La Dorada 2;5,45288;-74,662391
La Esperanza 1;4,1422206;-73,6347674
La Esperanza 2;4,1367137;-73,6358125
La Estrada 1;4,655349;-74,1024601
La Estrada 2;4,655349;-74,1024601
La Flora;3,4795007;-76,5254022
La Matuna 1;10,4249446;-75,5468742
La Matuna 2;10,4249446;-75,5468742
La Mesa Edificio Jabaco;3,4516467;-76,5319854
La Plazuela 1;10,3949853;-75,4858408
La Plazuela 2;10,3949853;-75,4858408
La Plazuela 3;10,3949853;-75,4858408
La Plazuela 4;10,3897085;-75,4805409
La Triada 2;7,1198425;-73,1230398
La Triada 3;7,1198425;-73,1230398
La Trinidad 1;4,6211736;-74,1181004
La Trinidad 2;4,6211736;-74,1181004
La Vega;5,000528;-74,339439
La Virginia;4,8125389;-75,685092
La Loma;9,661436;-73,74643
Lago Uribe;4,815034;-75,6984314
Las Ferias;4,6389177;-74,1170124
Laureles;6,2337429;-75,5942799
Leticia 1;-4,2165728;-69,9416208
Leticia 2;-4,2165728;-69,9416208
Leticia III;-4,2165728;-69,9416208
Limonar 1;3,3981231;-76,5461618
Limonar 2;3,3981231;-76,5461618
Lorica 1;9,2332365;-75,8194812
Lorica 2;9,2332365;-75,8194812
Los Andes 1;10,9685725;-74,8043961
Los Andes 2;10,9685725;-74,8043961
Los Rosales 1;5,0621602;-75,4942783
Los Rosales 2;5,0621602;-75,4942783
Lourdes I;4,6477766;-74,0640112
Lourdes II;4,6477766;-74,0640112
Macuyra;11,160651;-72,591907
Madrid;4,733143;-74,260299
Magangue 1;9,2301658;-74,7433667
Magangue 2;9,2301658;-74,7433667
Magangue 3;9,2301658;-74,7433667
Maicao;11,378922;-72,2365585
Maicao II;11,378922;-72,2365585
Maicao III;11,378922;-72,2365585
Maicao IV;11,378922;-72,2365585
Mall Center Dapa;3,5198747;-76,520241
Mall De La Frontera Super.Euro;6,178153;-75,5846067
Mall Interplaza;6,2972709;-75,5425203
Mall Oasis Plaza Neiva;2,9081264;-75,2719515
Mall Plaza Cartagena;10,4211223;-75,5394692
Manizales I;5,0677596;-75,5182381
Manizales II;5,0677596;-75,5182381
Manizales Pal 1;5,0686158;-75,5178524
Manizales Pal 2;5,0686158;-75,5178524
Manizales Pal 3;5,0686158;-75,5178524
Manizales Pal 4;5,0675437;-75,5188095
Mapfre;4,6812703;-74,0484396
Marketing Personal;6,1996156;-75,5912343
Marly;4,6407371;-74,0652859
Marly 1;4,6407371;-74,0652859
Marly 2;4,6407371;-74,0652859
Mazuren;4,7360714;-74,0499326
Medellín Interno;6,2500882;-75,5686921
Medellín P/Pal2;6,2500882;-75,5686921
Medellín P/Pal3;6,2500882;-75,5686921
Mercacentro;4,4420931;-75,1766735
Mercadefam;7,1215658;-73,1121074
Mercaldas La Enea;5,03399;-75,46091
Metrokia;4,8015977;-74,0377138
Metroparque;6,2717741;-75,5657985
Metrosur;4,5956321;-74,1683275
Mi Centro Funza;4,7174048;-74,2083487
Milenio Plaza Centro Comercial;4,6305024;-74,1691355
Min. Protec. Social Bogotá;4,6207826;-74,0681863
Mindefensa 1;4,6576661;-74,1385174
Mindefensa 2;4,6576661;-74,1385174
Minibanco Colmotores;4,5845515;-74,1437162
Minibanco La Unión;3,4441606;-76,5203681
Minibanco Senado;4,5961439;-74,0763953
Minibanco Senado III;4,5961439;-74,0763953
Mocoa;1,1457201;-76,6467066
Mocoa 2;1,1457201;-76,6467066
Modelia 1;4,6270882;-74,0711753
Modelia 2;4,6270882;-74,0711753
Molinos II;6,2329665;-75,6044373
Mompos 1;9,2411126;-74,4247298
Mompos II;9,2411126;-74,4247298
Montería;8,758085;-75,8866314
Montería 1;8,7575736;-75,8850829
Montería 2;8,7575736;-75,8850829
Montería 3;8,7575736;-75,8850829
Montería II;8,758085;-75,8866314
Mosquera;4,7046849;-74,2294423
Mosquera II;4,7046849;-74,2294423
Móvil;4,7109886;-74,072092
Multicentro Ibagué;4,4389316;-75,1858484
Municipio De Itagüí;6,173181;-75,608822
Municipio De Medellín;6,2448274;-75,5721031
Murillo B/Quilla 1;10,9857787;-74,7831929
Murillo B/Quilla 2;10,9857787;-74,7831929
Neiva P/Pal 1;2,9255864;-75,2883776
Neiva P/Pal 2;2,9255864;-75,2883776
Niza 1;4,7092436;-74,0720357
Niza 2;4,7092436;-74,0720357
Niza 3;4,7092436;-74,0720357
Normandía I;4,6036312;-74,1628753
Normandía II;4,6036312;-74,1628753
North Point;4,7327913;-74,0235126
Novalito;10,4811099;-73,2512235
Nueva Central Pagos Cali;3,4650523;-76,5315207
Nueva Oficina Cámara De Comercio;1,6062721;-75,614786
Nueva Oficina Central De Abastos;7,103881;-73,1673103
Nueva Oficina Estación Ibagué;4,4570499;-75,2345901
Nueva Oficina Estadio Diamante;6,2599208;-75,5902921
Nueva Oficina Oeste;3,4520186;-76,5480034
Nueva Oficina San Patricio;4,6909494;-74,0509273
Nueva Oficina Santander De Quilichao;3,0082931;-76,482457
Nueva Oficina Viva Buenaventura;3,8668223;-76,9975517
Nutresa;6,209447;-75,5851029
Occidente;4,6256317;-74,1048001
Ocean Mall;11,2403547;-74,2110227
Ocean Mall II;11,2403547;-74,2110227
Ofi Avenida Sexta  IV;7,8910788;-72,4757071
Ofi Santander De Quilichao II;3,0082931;-76,482457
Oficina  Arauca 4;7,0856427;-70,7567824
Oficina  Avenida Sexta III;7,8910788;-72,4757071
Oficina  Madrid II;4,733143;-74,260299
Oficina Alcázares;4,6703794;-74,0690473
Oficina Avenida Cero IV;7,8856299;-72,4981756
Oficina Avenida Sexta;3,4516467;-76,5319854
Oficina Avenida Tercera Norte;3,4871638;-76,5006976
Oficina Bahía II;11,2403547;-74,2110227
Oficina Barrancas;10,9551137;-72,7874004
Oficina Bello III;6,3346229;-75,5580625
Oficina Bogotá II;4,6025621;-74,0724846
Oficina Bolarqui;7,0705094;-73,0971031
Oficina Bosa;4,6054302;-74,1853772
Oficina Bosa II;4,6058962;-74,1842843
Oficina Bosa III;4,6054302;-74,1853772
Oficina Bosa IV;4,6054302;-74,1853772
Oficina Cafam Floresta II;4,6865188;-74,0739124
Oficina Calarcá II;4,5238935;-75,6430882
Oficina Calasanz;6,2613753;-75,5973704
Oficina Calima Armenia II;4,5350004;-75,6756888
Oficina Calima Bogotá;4,6181975;-74,086042
Oficina Ccial Buenavista;10,9716616;-74,7962865
Oficina Ccial Buenavista II;10,9716616;-74,7962865
Oficina Ccial San Juan Neiva;2,9169745;-75,2798029
Oficina Ccial Santafé;4,7626019;-74,0462687
Oficina Ccial Unicentro Cali III;3,3737723;-76,5389709
Oficina Ccial Único Cali;3,4657893;-76,4997617
Oficina Ccial Victoria Plaza;4,8090474;-75,678769
Oficina Cenabastos III;7,9178136;-72,4930308
Oficina Centro Cial Centro Sur;3,42689;-76,5374665
Oficina Chapinero Alto;4,6369543;-74,0625746
Oficina Chinu II;9,1047323;-75,3987461
Oficina Ciudad De Rio;6,2245302;-75,5747409
Oficina Ciudad Jardín;3,3616865;-76,5312624
Oficina Coltejer IV;6,2497392;-75,5659942
Oficina Connecta;4,6830995;-74,1208765
Oficina Contador II;4,7230518;-74,0463993
Oficina Cosmocentro IV;3,4150965;-76,5478027
Oficina Cota;4,8090536;-74,1013516
Oficina Cra 27 III;7,1304052;-73,1198771
Oficina Dann III;7,1178859;-73,1125597
Oficina Depositario Arauca;7,0856427;-70,7567824
Oficina Diverplaza;4,7024806;-74,1174194
Oficina Diverplaza  II;4,7024806;-74,1174194
Oficina El Banco 3;10,9920062;-74,8070671
Oficina El Bosque;5,5252717;-73,3657803
Oficina El Parque;7,0595156;-73,860928
Oficina El Recreo;8,7327001;-75,881824
Oficina El Retiro;4,6666674;-74,0555779
Oficina Fundadores;5,0694365;-75,5098402
Oficina Fundadores II;5,0694365;-75,5098402
Oficina Funza;4,7176228;-74,2134135
Oficina Gran América;4,6297488;-74,0835963
Oficina Gran Colombia;7,8919466;-72,4969008
Oficina Gran Colombia II;7,8927965;-72,4923001
Oficina Granada II;3,5411092;-73,7073935
Oficina Granvia;6,2451828;-75,5458043
Oficina Green Tower;11,0061056;-74,8027729
Oficina Hayuelos;4,6639095;-74,1302354
Oficina Ipiales III;0,821637;-77,6286851
Oficina Jamundí;3,2606873;-76,5414494
Oficina La Plazuela V;10,3775126;-75,4841743
Oficina Las Aguas  II;4,6009341;-74,0705201
Oficina Las Aguas  III;4,6009341;-74,0705201
Oficina Las Vegas;6,1767358;-75,5900013
Oficina Maicao V;11,378922;-72,2365585
Oficina Maní;4,812251;-72,2816186
Oficina Mariquita;5,1987043;-74,8920554
Oficina Mayales;10,4556087;-73,239266
Oficina Melgar;4,204033;-74,6434623
Oficina Melgar  II;4,2039761;-74,6434029
Oficina Melgar  III;4,2039761;-74,6434029
Oficina Monteriano;7,9798216;-75,4251691
Oficina Monteriano II;7,976803;-75,417209
Oficina Montevideo;4,6380912;-74,1170972
Oficina Ocaña;8,235788;-73,3532719
Oficina Ocaña II;8,235788;-73,3532719
Oficina Olaya Herrera;6,2182291;-75,5802174
Oficina Pacific Center II;3,889963;-77,0769755
Oficina Paipa;5,7791601;-73,1174562
Oficina Panamericana II;2,4453671;-76,6074719
Oficina Pasoancho;3,3918318;-76,5386167
Oficina Pie De Cuesta;6,9935461;-73,0476663
Oficina Plaza Imperial IV;4,7485835;-74,0952945
Oficina Plaza Imperial V;4,7485835;-74,0952945
Oficina Premium Plaza II;6,2297992;-75,5698227
Oficina Primero De Mayo II;4,575586;-74,1033497
Oficina Provenza;7,1374414;-73,1204252
Oficina Provenza II;7,1374414;-73,1204252
Oficina Puerta Del Norte;6,3404874;-75,5426032
Oficina Puerta Del Norte II;6,3404874;-75,5426032
Oficina Puerto Carreño III;6,18421;-67,481344
Oficina Puerto Carreño IV;6,18421;-67,481344
Oficina Real De Minas IV;7,1041601;-73,1224012
Oficina Rio Parque Montería;8,750983;-75,8785348
Oficina San Marcos II;8,662577;-75,128872
Oficina San Martin;10,4085672;-75,5509179
Oficina Saravena;6,957446;-71,8767199
Oficina Soledad;10,9168726;-74,7723109
Oficina Soledad;10,9168726;-74,7723109
Oficina Tauramena;5,0106849;-72,750495
Oficina Teleport;4,6914483;-74,034815
Oficina Tuquerres;1,0889054;-77,6191939
Oficina Unicentro Palmira;3,528284;-76,3101585
Oficina Unicentro Pasto IV;1,2165533;-77,2885758
Oficina Unicentro Pereira;4,8155186;-75,7175242
Oficina Unicentro Pereira II ;4,8155186;-75,7175242
Oficina Usme;4,5224857;-74,1179832
Oficina Valle De Lili;3,3688211;-76,5234657
Oficina Valle De Lili II;3,3688211;-76,5234657
Oficina Vélez;6,0124567;-73,6723391
Oficina Aguachica;8,3096972;-73,61348
Oficina Aguachica II;8,3096972;-73,61348
Oficina El Parque II ;7,0595156;-73,860928
Oficina Florida;6,2707425;-75,5777924
Oficina Mall Frontera;6,172729;-75,5870865
Oficina Manga;10,4119699;-75,5349485
Oficina Smart Office;11,0027121;-74,81217
Oficina Único Villavicencio;4,1095633;-73,6339085
Ofixx 33;6,2329665;-75,6044373
Olaya Herrera 1;10,99009;-74,7965388
Olaya Herrera 2;10,99009;-74,7965388
Olímpica Pie De La Popa;10,4132816;-75,519559
Olímpica San Marcos;8,6662931;-75,1269048
Olímpica Santo Tomas;10,763286;-74,756499
Olímpica Villamaria;5,0775383;-75,5270536
Opplus;4,6672058;-74,0665607
Orito;0,67688;-76,880163
Orito II;0,67688;-76,880163
Orquídeas;4,7392667;-74,0363711
Outlet El Bosque;10,3895737;-75,516653
Outlet Montevideo Plaza;4,6481735;-74,1200478
Oviedo;6,2002739;-75,5758628
Oxy;4,6623825;-74,0556697
Pablo Vi;4,6448364;-74,0712047
Palace;6,2373811;-75,572715
Palacio De Justicia;4,599443;-74,0753223
Palatino;4,7156531;-74,0314144
Palma Real;11,2413629;-74,1944265
Palma Real 2;11,2413629;-74,1944265
Palmetto;3,4118527;-76,5413457
Palmira 1;3,5280706;-76,2996918
Palmira 2;3,5280706;-76,2996918
Palmira 3;3,5280706;-76,2996918
Paloquemao 1;4,6544768;-74,1149621
Paloquemao 2;4,6544768;-74,1149621
Pamplona I;7,3760452;-72,6477878
Pamplona II;7,3770248;-72,6472361
Pamplona III;7,3770248;-72,6472361
Pan Atabanza;4,6070681;-74,1172656
Paralelo;4,6960819;-74,0563413
Parque Centenario I;10,4234351;-75,5474829
Parque Centenario II;10,4234351;-75,5474829
Parque Central Bavaria;4,6165915;-74,0697431
Parque La Vida;7,0593816;-73,8527467
Parque Medico;5,0554303;-75,485182
Parque Murillo Toro I;4,4446387;-75,2412891
Parque Murillo Toro II;4,4446387;-75,2412891
Parque Murillo Toro III;4,4446387;-75,2412891
Parque Nacional;4,627125;-74,0672676
Parque Nariño 1;1,2156764;-77,276884
Parque Nariño 2;1,2156764;-77,276884
Parque Natura;7,0723921;-73,1069693
Parque Santander  I;7,1191793;-73,1231094
Parque Santander  II;7,1191793;-73,1231094
Parque Soacha;4,5995351;-74,0746017
Paseo /Comercio;7,1178137;-73,1286685
Paseo Bolívar;10,9824178;-74,7775537
Paseo Bolivar2;10,9824178;-74,7775537
Paseo Bolivar3;10,9824178;-74,7775537
Paseo La Castellana;10,3929166;-75,4870871
Paseo La Castellana (2);10,4117016;-75,520444
Pasoancho II;3,3845016;-76,5386679
Pasto;1,2122878;-77,2768229
Pasto 2;1,2122878;-77,2768229
Patio Bonito;4,6463009;-74,1643426
Paz De Ariporo;5,8814537;-71,8945689
Paz De Ariporo II;5,8814537;-71,8945689
Pepe Sierra;4,699852;-74,0493868
Pereira Centro I;4,8148287;-75,6939183
Pereira Centro II;4,8148287;-75,6939183
Pereira Centro III;4,8148256;-75,6938857
Pereira Pal 1;4,8153857;-75,6949717
Pereira Pal 2;4,8153857;-75,6949717
Pereira Pal 3;4,8153857;-75,6949717
Piedecuesta I;6,9863172;-73,0503833
Piedecuesta II;6,9863172;-73,0503833
Piedecuesta III;6,9863172;-73,0503833
Pinares;4,8082377;-75,6806655
Pitalito 1;1,8519663;-76,0458469
Pitalito 2;1,8519663;-76,0458469
Planeta Rica 1;8,4126946;-75,5840285
Planeta Rica 2;8,4126946;-75,5840285
Plato;9,7878328;-74,7849541
Plaza 67;4,650723;-74,0582659
Plaza Américas I;4,6233544;-74,1369711
Plaza Bolívar;5,532341;-73,3610048
Plaza Caicedo I;3,4517483;-76,5320581
Plaza Caicedo II;3,4517483;-76,5320581
Plaza Central Facatativa;4,809984;-74,354009
Plaza Central Facatativa 2;4,809984;-74,354009
Plaza Central Sibate;4,4921297;-74,2597415
Plaza Colon;10,3896598;-75,4964759
Plaza Imperial I;4,7485835;-74,0952945
Plaza Imperial II;4,7485835;-74,0952945
Plaza La Castellana;8,758085;-75,8866314
Plaza Loperena 1;10,4725644;-73,2518451
Plaza Loperena 2;10,4725644;-73,2518451
Plaza Loperena3;10,4725644;-73,2518451
Plaza Principal Cajica;4,9172715;-74,0259787
Plaza Santander;9,3035503;-75,3945632
Plaza Santander Ipiales;0,8298951;-77,6434035
Plazoleta De Comidas Plaza De Las Américas;4,621625;-74,137226
Policía Metropolitana  De V/Cencio;4,1255266;-73,415366
Policía Metropolitana De Manizales;5,065992;-75,5106812
Policía Metropolitana De Neiva;2,9397652;-75,2840744
Policía Nacional;4,6456085;-74,0954148
Popayan 1;2,4537925;-76,5977602
Popayan 2;2,4537925;-76,5977602
Popayan 3;2,4537925;-76,5977602
Popayan 4;2,4537925;-76,5977602
Portal 80;4,7107924;-74,1116039
Portal 80 II;4,7112261;-74,1114485
Porto Alegre;4,6282915;-74,1080179
Portobello;4,6707448;-74,0498867
Prado Plaza;11,236185;-74,2133118
Primavera  2;4,1511017;-73,6145256
Primavera 1;4,1511017;-73,6145256
Primavera III;4,1511017;-73,6145256
Prime Tower;4,6863397;-74,0526733
Primero De Mayo II;4,575586;-74,1033497
Principal 1;4,6010613;-74,0770267
Principal 2;4,6010613;-74,0770267
Principal III;4,6010613;-74,0770267
Puente Aéreo;4,6929933;-74,1342795
Puente Aranda 1;4,6344793;-74,1141126
Puente Aranda 2;4,6344793;-74,1141126
Puente Largo;4,693405;-74,0675649
Puente Largo II;4,693405;-74,0675649
Puerto Asís 1;0,4965287;-76,5034414
Puerto Asís 2;0,4965287;-76,5034414
Puerto Asís 4;0,4965287;-76,5034414
Puerto Berrio 1;6,477755;-74,4088
Puerto Berrio 2;6,477755;-74,4088
Puerto Berrio 3;6,477755;-74,4088
Puerto Boyacá;5,977237;-74,593395
Puerto Boyacá 1;5,977237;-74,593395
Puerto Boyacá 2;5,977237;-74,593395
Puerto Carreño;6,18421;-67,481344
Puerto Carreño II;6,18421;-67,481344
Puerto Gaitán;4,312977;-72,083573
Puerto Gaitán II;4,3109543;-72,0795269
Puerto López 1;4,091354;-72,955918
Puerto López 2;4,091354;-72,955918
Puerto Seco;6,223715;-75,5843228
Quibdó I;5,6886225;-76,661927
Quibdó II;5,6886225;-76,661927
Quibdó IV;5,6886225;-76,661927
Quibdó III;5,6886225;-76,661927
Quinta Avenida;4,6539809;-74,0551052
Quinta Brigada;7,119413;-73,1242627
Quirigua 1;4,7080383;-74,1075557
Quirigua 2;4,7080383;-74,1075557
Rama Judicial Armenia;4,5316117;-75,6724743
Rama Judicial Cali;3,4524278;-76,5322549
Rama Judicial Sede Can;4,6467361;-74,0937964
Rama Judicial Sede Central;4,6021422;-74,0768933
Rama Judicial Edificio Los Tribunales;4,6401597;-74,0993085
Rama Judicial Paloquemao;4,5968777;-74,1041811
Rancherito Copacabana;6,3614272;-75,4953661
Real De Minas 1;7,1041601;-73,1224012
Reindustrias;2,939773;-75,282647
Reindustrias II;2,939773;-75,282647
Restrepo 1;4,5877582;-74,1008434
Restrepo 2;4,5877582;-74,1008434
Restrepo 3;4,5877247;-74,1008122
Ricaurte;4,612136;-74,0893156
Rio Del Oro;2,933346;-75,2921425
Rio Molino I;2,4441261;-76,6069411
Rio Molino II;2,4441261;-76,6069411
Riohacha 1;11,5384151;-72,9167838
Riohacha 2;11,5384151;-72,9167838
Riohacha 3;11,5384151;-72,9167838
Riohacha Centro I;11,5506908;-72,9121176
Riohacha Centro II;11,5506908;-72,9121176
Rionegro 1;6,1532862;-75,3735084
Rionegro 2;6,1532862;-75,3735084
Rodadero;11,2060689;-74,2269419
Rodadero II;11,2060689;-74,2269419
Ruta N;6,2647853;-75,5664423
Sabana Norte Chía;4,8638868;-74,0436167
Sabanagrande;10,7885611;-74,7540553
Sabanalarga 1;10,632545;-74,9205938
Sabanalarga 2;10,632545;-74,9205938
Sabanalarga 3;10,632545;-74,9205938
Sabaneta;6,150559;-75,61682
Sahagún 1;8,9467515;-75,4416515
Sahagún 2;8,9467515;-75,4416515
Sahagún III;8,9467515;-75,4416515
Salitre Mágico;4,6643435;-74,0918833
Salitre Plaza I;4,653205;-74,109296
Salitre Plaza II;4,653205;-74,109296
Salitre Plaza III;4,653205;-74,109296
San Andrés;12,5834746;-81,6982909
San Andrés De Sotavento;9,1463066;-75,5090963
San Andres De Tumaco;1,787434;-78,791265
San Andrés II;12,5834746;-81,6982909
San Andresito;4,6156001;-74,1021397
San Andresito;4,6156001;-74,1021397
San Andresito CC. Providencia;4,614459;-74,1012037
San Cancio;5,0536086;-75,4897882
San Diego I;6,2346487;-75,5696255
San Diego II;6,2346487;-75,5696255
San Fernando;3,4337157;-76,54147
San Francisco 1;10,9851911;-74,8102429
San Francisco 2;10,9851911;-74,8102429
San Gil;6,5543537;-73,133655
San José;4,6048875;-74,089499
San José del Guaviare;2,568549;-72,6417265
San Marcos;8,662577;-75,128872
San Simón 1;4,4388783;-75,2195042
San Simón 2;4,4388783;-75,2195042
San Simón 3;4,4388783;-75,2195042
Sanpedro Plaza;2,9494996;-75,2890151
Santa Ana;4,6908177;-74,0367646
Santa Librada;4,5143135;-74,118101
Santa Lucia;4,5704417;-74,125107
Santa Marta;11,2448733;-74,2118355
Santa Marta 1;11,2403547;-74,2110227
Santa Marta 2;11,2403547;-74,2110227
Santa Mónica;3,468126;-76,5309904
Santa Paula;4,6922314;-74,0451773
Santa Paula 2;4,6922314;-74,0451773
Santa Rosa De Cabal;4,865367;-75,6216944
Santa Rosa De Cabal II;4,865367;-75,6216944
Santa Teresita;6,2466975;-75,5891315
Santa Teresita 2;6,2466975;-75,5891315
Santafé;6,2087927;-75,5712914
Santafé De Antioquia;6,557179;-75,827129
Sao 93 (1);11,0040067;-74,8258212
Sao 93 (2);11,0040067;-74,8258212
Sao Carmen De Bolívar;9,7147401;-75,1201449
Sao Miramar;11,0032905;-74,8351989
Schlumberguer Siberia;4,7607539;-74,137739
Senado II;4,5961439;-74,0763953
Serviyarima;7,0792766;-73,8734937
Siete De Agosto;4,6584843;-74,0701446
Siete De Agosto II;4,6584843;-74,0701446
Simón Bolívar;10,9458405;-74,7763836
Sincelejo IV;9,2979171;-75,3852369
Sincelejo P/Pal 1;9,2979171;-75,3852369
Sincelejo P/Pal 3;9,2979171;-75,3852369
Sociedad Portuaria;11,237908;-74,2176482
Socorro 1;6,4703066;-73,2620125
Socorro 2;6,4703066;-73,2620125
Socorro 3;6,4703066;-73,2620125
Sogamoso 1;5,7149094;-72,9289424
Sogamoso 2;5,714917;-72,9289574
Sogamoso III;5,6980611;-72,9404006
Sogamoso IV;5,6980611;-72,9404006
Súper De Alimentos;5,0351106;-75,4528115
Súper Marden;3,5434725;-76,3015289
Súper Outlet 80;3,377004;-76,544403
Superinter Centro;3,4483394;-76,530679
Superinter Guadalupe;3,3671667;-76,5354987
Superinter La Luna;3,4859574;-76,4944096
Supermercado De Oriente Coveñas;9,402597;-75,681642
Supermercado Euro Nutibara;6,2119306;-75,5654334
Supermercado Más Por Menos;7,083576;-73,099783
Supermercado Tierragro;6,3014556;-75,5538718
Superpremier;4,9069361;-73,9410709
Surtimax Murillo Barranquilla(2366);10,9612922;-74,7932783
Tabio;4,9169149;-74,0279468
Tauramena;5,0176913;-72,7509636
Telebuenaventura;3,889963;-77,0769755
Telefónica;4,6968685;-74,0700414
Terminal De Carga Siberia;6,244203;-75,5812119
Terminal De Transportes Bmga;7,0916445;-73,129707
Terminal De Transportes Bqlla;10,9093301;-74,7937709
Terminal De Transportes Bta I;4,5719514;-74,16884
Terminal De Transportes De Cali;3,460767;-76,517389
Terminal de Transportes de Neiva;2,9260004;-75,2862127
Terminal De Transportes De Pereira;4,8186207;-75,6919608
Terminal De Transportes Ibagué;4,437092;-75,2347444
Terminal De Transportes Lorica;9,2384716;-75,8135112
Terminal De Transportes Vcio;4,132298;-73,6039256
Terminal Transportes Bta;4,6199947;-74,0652495
Teusaquillo II;4,6233955;-74,0746382
Teusaquillo III;4,6233955;-74,0746382
Texaco Las Vegas Navitrans;6,1746359;-75,591363
Toberin;4,7468238;-74,0450833
Tocancipa;4,9637174;-73,9159927
Tolemaida;4,2513469;-74,6384989
Tolemaida II;4,24401;-74,63787
